Label,contextRef,unitRef,Dec,Prec,Lang,Value
Net Expenses (as a percentage of Assets),Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,pure,4,,,0.0029
Other Expenses (as a percentage of Assets):,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,0.0031
Expenses (as a percentage of Assets),Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,0.0060
Fee Waiver or Reimbursement,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,-0.0005
Net Expenses (as a percentage of Assets),Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,0.0055
"Expense Example, with Redemption, 1 Year",Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,USD,INF,,,30
"Expense Example, with Redemption, 3 Years",Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,USD,INF,,,93
"Expense Example, with Redemption, 5 Years",Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,USD,INF,,,163
"Expense Example, with Redemption, 10 Years",Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,USD,INF,,,368
Expense Example [Heading],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,Example
Expense Example Narrative [Text Block],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,"This example is intended to help you compare the cost of investing in the fund with the cost of investing in other mutual funds. The example assumes that you invest $10,000 in the fund for the time periods indicated and then redeem all of your shares at the end of those time periods. The example also assumes that your investment has a 5% return each year and that the fund&#8217;s operating expenses remain the same. The figures are based on total annual fund operating expenses after expense reduction. The expenses would be the same whether you stayed in the fund or sold your shares at the end of each period. Your actual costs may be higher or lower."
"Expense Example by, Year, Caption [Text]",Duration_02Apr2012_01Apr2013S000006811_Member,,,,,"Expenses on a $10,000 investment"
"Expense Example, with Redemption, 1 Year",Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,USD,INF,,,56
"Expense Example, with Redemption, 3 Years",Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,USD,INF,,,176
"Expense Example, with Redemption, 5 Years",Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,USD,INF,,,307
"Expense Example, with Redemption, 10 Years",Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,USD,INF,,,689
Annual Return 2003,Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,pure,4,,,0.0428
Annual Return 2004,Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,pure,4,,,0.0457
Annual Return 2005,Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,pure,4,,,0.0267
Annual Return 2006,Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,pure,4,,,0.0462
Annual Return 2007,Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,pure,4,,,0.0471
Annual Return 2008,Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,pure,4,,,-0.0441
Portfolio Turnover [Heading],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,Portfolio turnover
Annual Return 2009,Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,pure,4,,,0.0443
Annual Return 2010,Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,pure,4,,,0.0600
Portfolio Turnover [Text Block],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,"The fund pays transaction costs, such as commissions, when it buys and sells securities (or &#8220;turns over&#8221; its portfolio). A higher portfolio turnover may indicate higher transaction costs and may result in higher taxes when fund shares are held in a taxable account. These costs, which are not reflected in the annual fund operating expenses or in the example, affect the fund&#8217;s performance. During the most recent fiscal year, the fund&#8217;s portfolio turnover rate was 567% of the average value of its portfolio."
Annual Return 2011,Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,pure,4,,,0.0740
Annual Return 2012,Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,pure,4,,,0.0380
Strategy [Heading],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,<b>Principal investment strategies </b>
Strategy Narrative [Text Block],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,"<b>To pursue its goal, the fund normally invests at least 80% of its net assets in Government National Mortgage Association (GNMA) securities.</b> The fund will notify its shareholders at least 60 days before changing this policy. In addition to GNMA securities, the fund may invest in securities issued by the U.S. government or its other agencies and instrumentalities, such as the Federal National Mortgage Association (Fannie Mae), Federal Home Loan Mortgage Corporation (Freddie Mac) and Federal Home Loan Banks (FHLBs).<br/><br/>The fund may also invest in mortgage-backed and asset-backed securities, collateralized mortgage obligations, repurchase agreements, and commercial paper. The fund also may invest in derivative instruments, principally futures contracts. The fund typically uses futures as a substitute for taking a position in the underlying asset or as part of a strategy designed to reduce exposure to other risks. The fund is not subject to any maturity or duration restrictions. The fund also may seek to obtain market exposure to the instruments in which it invests by entering into a series of purchase and sale contracts or by using other investment techniques, such as mortgage dollar rolls.<br/><br/>For temporary defensive purposes during unusual market conditions, the fund may invest up to 100% of its assets in cash, cash equivalents or other high quality short-term investments. When the fund engages in such activities, the fund would not be pursuing its investment strategy and, as a result, it may not achieve its investment goal.<br/><br/>The fund may buy and sell portfolio securities actively. If it does, its portfolio turnover rate and transaction costs will rise, which may lower fund performance and increase the likelihood of capital gain distributions."
Risk [Heading],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,<b>Principal risks </b>
"Highest Quarterly Return, Label",Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,,,,,Best quarter:
"Highest Quarterly Return, Date",Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,,,,,2011-09-30
Highest Quarterly Return,Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,pure,4,,,0.0379
"Lowest Quarterly Return, Label",Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,,,,,Worst quarter:
"Lowest Quarterly Return, Date",Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,,,,,2008-03-31
Lowest Quarterly Return,Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,pure,4,,,-0.0220
1 Year,Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,pure,4,,,0.0380
1 Year,Duration_02Apr2012_01Apr2013AfterTaxesOnDistributions_MemberS000006810_MemberC000018438_Member,pure,4,,,0.0286
1 Year,Duration_02Apr2012_01Apr2013AfterTaxesOnDistributionsAndSales_MemberS000006810_MemberC000018438_Member,pure,4,,,0.0246
1 Year,Duration_02Apr2012_01Apr2013S000006810_MemberBarclaysAggregateBondIndex_Member,pure,4,,,0.0421
5 Years,Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,pure,4,,,0.0336
5 Years,Duration_02Apr2012_01Apr2013AfterTaxesOnDistributions_MemberS000006810_MemberC000018438_Member,pure,4,,,0.0212
5 Years,Duration_02Apr2012_01Apr2013AfterTaxesOnDistributionsAndSales_MemberS000006810_MemberC000018438_Member,pure,4,,,0.0212
5 Years,Duration_02Apr2012_01Apr2013S000006810_MemberBarclaysAggregateBondIndex_Member,pure,4,,,0.0595
10 Years,Duration_02Apr2012_01Apr2013S000006810_MemberC000018438_Member,pure,4,,,0.0376
10 Years,Duration_02Apr2012_01Apr2013AfterTaxesOnDistributions_MemberS000006810_MemberC000018438_Member,pure,4,,,0.0226
10 Years,Duration_02Apr2012_01Apr2013AfterTaxesOnDistributionsAndSales_MemberS000006810_MemberC000018438_Member,pure,4,,,0.0233
10 Years,Duration_02Apr2012_01Apr2013S000006810_MemberBarclaysAggregateBondIndex_Member,pure,4,,,0.0518
Risk Narrative [Text Block],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,"The fund is subject to risks, any of which could cause an investor to lose money. The fund&#8217;s principal risks include:<br/><br/><b>Market Risk. </b>Bond markets rise and fall daily. As with any investment whose performance is tied to these markets, the value of your investment in the fund will fluctuate, which means that you could lose money.<br/><br/><b>Management Risk. </b>As an actively managed mutual fund, the fund is subject to the risk that its investment adviser will make poor security selections. The fund&#8217;s investment adviser applies its own investment techniques and risk analyses in making investment decisions for the fund, but there can be no guarantee that they will produce the desired results.<br/><br/><b>Interest Rate Risk. </b>Interest rates will rise and fall over time. During periods when interest rates are low, the fund&#8217;s yield and total return also may be low. Changes in interest rates also may affect the fund&#8217;s share price: a sharp rise in interest rates could cause the fund&#8217;s share price to fall. The longer the fund&#8217;s duration, the more sensitive to interest rate movements its share price is likely to be.<br/><br/><b>Credit Risk. </b>The fund is subject to the risk that a decline in the credit quality of a portfolio investment could cause the fund to lose money or underperform. The fund could lose money if the issuer or guarantor of a portfolio investment fails to make timely principal or interest payments or otherwise honor its obligations.<br/><br/><b>Liquidity Risk. </b>A particular investment may be difficult to purchase or sell. The fund may be unable to sell a security at an advantageous time or price.<br/><br/><b>Prepayment and Extension Risk. </b>The fund&#8217;s investments are subject to the risk that the securities may be paid off earlier or later than expected. Either situation could cause the fund to hold securities paying lower-than-market rates of interest, which could hurt the fund&#8217;s yield or share price.<br/><br/><b>Derivatives Risk. </b>The fund&#8217;s use of derivative instruments involves risks different from, or possibly greater than, the risks associated with investing directly in securities and other traditional investments and could cause the fund to lose more than the principal amount invested. In addition, investments in derivatives may involve leverage, which means a small percentage of assets invested in derivatives can have a disproportionately large impact on the fund. However, these risks are less severe when the fund uses derivatives for hedging rather than to enhance the fund&#8217;s returns or as a substitute for a position or security.<br/><br/><b>Mortgage Dollar Rolls Risk. </b>Mortgage dollar rolls are transactions in which the fund sells mortgage-backed securities to a dealer and simultaneously agrees to repurchase similar securities in the future at a predetermined price. The fund&#8217;s mortgage dollar rolls could lose money if the price of the mortgage-backed securities sold falls below the agreed upon repurchase price, or if the counterparty is unable to honor the agreement.<br/><br/><b>Leverage Risk. </b>Certain fund transactions, such as derivatives and mortgage dollar rolls, may give rise to a form of leverage and may expose the fund to greater risk. Leverage tends to magnify the effect of any decrease or increase in the value of the fund&#8217;s portfolio securities. The use of leverage may cause the fund to liquidate portfolio positions when it would not be advantageous to do so in order to satisfy its obligations.<br/><br/><b>Lack of Governmental Insurance or Guarantee. </b>An investment in the fund is not a bank deposit and it is not insured or guaranteed by the Federal Deposit Insurance Corporation (FDIC) or any other government agency.<br/><br/>For more information on the risks of investing in the fund please see the &#8220;Fund details&#8221; section in the prospectus."
Bar Chart and Performance Table [Heading],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,<b>Performance </b>
Performance Narrative [Text Block],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,"The bar chart below shows how the fund&#8217;s investment results have varied from year to year, and the following table shows how the fund&#8217;s average annual total returns for various periods compared to that of an index. This information provides some indication of the risks of investing in the fund. All figures assume distributions were reinvested. Keep in mind that future performance (both before and after taxes) may differ from past performance. For current performance information, please see www.schwabfunds.com/prospectus. On August 10, 2009, the Investor Share class and Select Share class were combined into a single class of shares of the fund, and the fund no longer offers multiple classes of shares. The performance history of the fund is that of the fund&#8217;s former Select Shares. Accordingly, the past performance information of the fund&#8217;s former Select Shares is shown below prior to August 10, 2009."
Bar Chart [Heading],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,Annual total returns (%) as of 12/31
Bar Chart Closing [Text Block],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,Best quarter: 3.54% Q4 2007<br/>Worst quarter: (1.14%) Q2 2004
"Portfolio Turnover, Rate",Duration_02Apr2012_01Apr2013S000006810_Member,pure,4,,,1.6000
Risk Lose Money [Text],Duration_02Apr2012_01Apr2013S000006810_Member,,,,,"The fund is subject to risks, any of which could cause an investor to lose money."
Risk Not Insured Depository Institution [Text],Duration_02Apr2012_01Apr2013S000006810_Member,,,,,<b>Lack of Governmental Insurance or Guarantee.</b> An investment in the fund is not a bank deposit and it is not insured or guaranteed by the Federal Deposit Insurance Corporation (FDIC) or any other government agency.
Performance Information Illustrates Variability of Returns [Text],Duration_02Apr2012_01Apr2013S000006810_Member,,,,,"The bar chart below shows how the fund&#8217;s investment results have varied from year to year, and the following table shows how the fund&#8217;s average annual total returns for various periods compared to that of an index."
Performance Availability Website Address [Text],Duration_02Apr2012_01Apr2013S000006810_Member,,,,,www.schwabfunds.com/prospectus
Performance Past Does Not Indicate Future [Text],Duration_02Apr2012_01Apr2013S000006810_Member,,,,,Keep in mind that future performance (both before and after taxes) may differ from past performance.
Performance Table Uses Highest Federal Rate,Duration_02Apr2012_01Apr2013S000006810_Member,,,,,The after-tax figures reflect the highest individual federal income tax rates in effect during the period and do not reflect the impact of state and local taxes.
Performance Table Not Relevant to Tax Deferred,Duration_02Apr2012_01Apr2013S000006810_Member,,,,,"Your actual after-tax returns depend on your individual tax situation. In addition, after-tax returns are not relevant if you hold your fund shares through a tax-deferred arrangement, such as a 401(k) plan, IRA or other tax-advantaged account."
Annual Return 2004,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,0.0337
Annual Return 2005,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,0.0264
Annual Return 2006,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,0.0382
Annual Return 2007,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,0.0793
Annual Return 2008,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,0.0603
Annual Return 2009,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,0.0571
Annual Return 2010,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,0.0561
Annual Return 2011,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,0.0770
Annual Return 2012,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,0.0221
Performance Table Heading,Duration_02Apr2012_01Apr2013S000006811_Member,,,,,Average annual total returns (%) as of 12/31/12
Bar Chart [Table],Duration_02Apr2012_01Apr2013S000006810_Member,,,,,"<div style=""display:none"">~ http://www.schwabfunds.com/role/ScheduleAnnualTotalReturnsSchwabTotalBondMarketFundBarChart column period compact * ~</div>"
1 Year,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,0.0221
1 Year,Duration_02Apr2012_01Apr2013AfterTaxesOnDistributions_MemberS000006811_MemberC000018440_Member,pure,4,,,0.0113
1 Year,Duration_02Apr2012_01Apr2013AfterTaxesOnDistributionsAndSales_MemberS000006811_MemberC000018440_Member,pure,4,,,0.0143
1 Year,Duration_02Apr2012_01Apr2013S000006811_MemberBarclaysGnmaIndex_Member,pure,4,,,0.0242
5 Years,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,0.0544
5 Years,Duration_02Apr2012_01Apr2013AfterTaxesOnDistributions_MemberS000006811_MemberC000018440_Member,pure,4,,,0.0406
5 Years,Duration_02Apr2012_01Apr2013AfterTaxesOnDistributionsAndSales_MemberS000006811_MemberC000018440_Member,pure,4,,,0.0385
5 Years,Duration_02Apr2012_01Apr2013S000006811_MemberBarclaysGnmaIndex_Member,pure,4,,,0.0603
Since Inception,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,0.0468
Since Inception,Duration_02Apr2012_01Apr2013AfterTaxesOnDistributions_MemberS000006811_MemberC000018440_Member,pure,4,,,0.0320
Since Inception,Duration_02Apr2012_01Apr2013AfterTaxesOnDistributionsAndSales_MemberS000006811_MemberC000018440_Member,pure,4,,,0.0312
Since Inception,Duration_02Apr2012_01Apr2013S000006811_MemberBarclaysGnmaIndex_Member,pure,4,,,0.0520
Performance Table Narrative,Duration_02Apr2012_01Apr2013S000006811_Member,,,,,"The after-tax figures reflect the highest individual federal income tax rates in effect during the period and do not reflect the impact of state and local taxes. Your actual after-tax returns depend on your individual tax situation. In addition, after-tax returns are not relevant if you hold your fund shares through a tax-deferred arrangement, such as a 401(k) plan, IRA or other tax-advantaged account."
"Portfolio Turnover, Rate",Duration_02Apr2012_01Apr2013S000006811_Member,pure,4,,,5.6700
Risk Lose Money [Text],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,"The fund is subject to risks, any of which could cause an investor to lose money."
Risk Not Insured Depository Institution [Text],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,<b>Lack of Governmental Insurance or Guarantee. </b>An investment in the fund is not a bank deposit and it is not insured or guaranteed by the Federal Deposit Insurance Corporation (FDIC) or any other government agency.
Performance Information Illustrates Variability of Returns [Text],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,"The bar chart below shows how the fund&#8217;s investment results have varied from year to year, and the following table shows how the fund&#8217;s average annual total returns for various periods compared to that of an index."
Performance Availability Website Address [Text],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,www.schwabfunds.com/prospectus
Performance Past Does Not Indicate Future [Text],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,Keep in mind that future performance (both before and after taxes) may differ from past performance.
Performance Table Uses Highest Federal Rate,Duration_02Apr2012_01Apr2013S000006811_Member,,,,,The after-tax figures reflect the highest individual federal income tax rates in effect during the period and do not reflect the impact of state and local taxes.
Performance Table Not Relevant to Tax Deferred,Duration_02Apr2012_01Apr2013S000006811_Member,,,,,"Your actual after-tax returns depend on your individual tax situation. In addition, after-tax returns are not relevant if you hold your fund shares through a tax-deferred arrangement, such as a 401(k) plan, IRA or other tax-advantaged account."
"Highest Quarterly Return, Label",Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,,,,,Best quarter:
"Highest Quarterly Return, Date",Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,,,,,2007-12-31
Highest Quarterly Return,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,0.0354
"Lowest Quarterly Return, Label",Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,,,,,Worst quarter:
"Lowest Quarterly Return, Date",Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,,,,,2004-06-30
Lowest Quarterly Return,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,pure,4,,,-0.0114
Inception Date,Duration_02Apr2012_01Apr2013S000006811_MemberC000018440_Member,,,,,2003-03-03
Inception Date,Duration_02Apr2012_01Apr2013AfterTaxesOnDistributions_MemberS000006811_MemberC000018440_Member,,,,,2003-03-03
Inception Date,Duration_02Apr2012_01Apr2013AfterTaxesOnDistributionsAndSales_MemberS000006811_MemberC000018440_Member,,,,,2003-03-03
Inception Date,Duration_02Apr2012_01Apr2013S000006811_MemberBarclaysGnmaIndex_Member,,,,,2003-03-03
Bar Chart [Table],Duration_02Apr2012_01Apr2013S000006811_Member,,,,,"<div style=""display:none"">~ http://www.schwabfunds.com/role/ScheduleAnnualTotalReturnsSchwabGNMAFundBarChart column period compact * ~</div>"
Risk/Return [Heading],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,"Schwab Intermediate-Term Bond Fund<sup>TM</sup> (formerly, Schwab<sup >&#174;</sup> Premier Income Fund)"
Objective [Heading],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,<b>Investment objective </b>
"Objective, Primary [Text Block]",Duration_02Apr2012_01Apr2013S000018876_Member,,,,,The fund seeks total return.
Expense [Heading],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,<b>Fund fees and expenses </b>
Expense Narrative [Text Block],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,This table describes the fees and expenses you may pay if you buy and hold shares of the fund.
Shareholder Fees Caption [Text],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,Shareholder fees (fees paid directly from your investment)
Operating Expenses Caption [Text],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,Annual fund operating expenses (expenses that you pay each year<br/>as a % of the value of your investment)
Expense Example [Heading],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,Example
Expense Example Narrative [Text Block],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,"This example is intended to help you compare the cost of investing in the fund with the cost of investing in other mutual funds. The example assumes that you invest $10,000 in the fund for the time periods indicated and then redeem all of your shares at the end of those time periods. The example also assumes that your investment has a 5% return each year and that the fund&#8217;s operating expenses remain the same. The figures are based on total annual fund operating expenses after expense reduction. The expenses would be the same whether you stayed in the fund or sold your shares at the end of each period. Your actual costs may be higher or lower."
"Expense Example by, Year, Caption [Text]",Duration_02Apr2012_01Apr2013S000018876_Member,,,,,"Expenses on a $10,000 investment"
Portfolio Turnover [Heading],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,Portfolio turnover
Portfolio Turnover [Text Block],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,"The fund pays transaction costs, such as commissions, when it buys and sells securities (or &#8220;turns over&#8221; its portfolio). A higher portfolio turnover may indicate higher transaction costs and may result in higher taxes when fund shares are held in a taxable account. These costs, which are not reflected in the annual fund operating expenses or in the example, affect the fund&#8217;s performance. During the most recent fiscal year, the fund&#8217;s portfolio turnover rate was 304% of the average value of its portfolio."
Strategy [Heading],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,<b>Principal investment strategies </b>
Strategy Narrative [Text Block],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,"<b>Under normal circumstances, the fund invests at least 80% of its net assets (net assets plus borrowings for investment purposes) in debt instruments. </b>The fund will notify its shareholders at least 60 days before changing this policy. The fund invests primarily in fixed income instruments issued by the U.S. government, its agencies or instrumentalities, and U.S. companies and entities. The fund may also invest in U.S. dollar denominated fixed income instruments issued by non-U.S. and emerging market governments, governmental agencies, companies and entities and supranational entities. Under normal circumstances, the dollar- weighted average maturity of the fund&#8217;s portfolio is expected to be between three years and ten years.<br/><br/>The fund may invest in fixed-, variable- or floating-rate bonds of any kind, including, government and agency bonds, corporate bonds, commercial and residential mortgage-backed securities, collateralized mortgage obligations, asset-backed securities, hybrid securities and preferred securities.<br/><br/>The fund invests at least 75% of its net assets in investment grade bonds as rated by independent rating agencies, or if unrated, determined by the investment adviser to be of comparable quality. The fund may also invest up to 10% of its net assets in bonds rated below investment-grade (sometimes called junk bonds) or their unrated equivalents as determined by the investment adviser. The fund may invest in bonds having ultra-short, short-, intermediate-and long-term maturities.<br/><br/>The fund also may invest in derivative instruments, principally futures contracts. The fund typically uses derivatives as a substitute for taking a position in the underlying asset or as a strategy designed to manage exposure to other risks. The fund may also invest in mortgage dollar rolls.<br/><br/>The fund selects investments across and within various market sectors based on the investment adviser&#8217;s assessment of economic, market, political and industry conditions and analysis of each issuer. In making this determination, the investment adviser may consider a variety of factors that it determines to be relevant from time to time, such as projected interest rate movements, volatility forecasts, technical data, industry cycles, political events and the issuer&#8217;s financial condition, earning estimates, management and industry position.<br/><br/>The fund may hold all of its assets in cash, cash equivalents and other short-term investments for temporary or defensive purposes. The fund may utilize such tactics when the investment adviser believes that market or economic or political conditions are unfavorable for investors. Under such circumstances, the fund may not achieve its investment objective."
Risk [Heading],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,<b>Principal risks </b>
Risk Narrative [Text Block],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,"The fund is subject to risks, any of which could cause an investor to lose money. The fund&#8217;s principal risks include:<br/><br/><b>Market Risk.</b> Bond markets rise and fall daily. As with any investment whose performance is tied to these markets, the value of your investment in the fund will fluctuate, which means that you could lose money.<br/><br/><b>Management Risk.</b> As an actively managed mutual fund, the fund is subject to the risk that its investment adviser will make poor security selections. The fund&#8217;s investment adviser applies its own investment techniques and risk analyses in making investment decisions for the fund, but there can be no guarantee that they will produce the desired results.<br/><br/><b>Interest Rate Risk.</b> Interest rates will rise and fall over time. During periods when interest rates are low, the fund&#8217;s yield and total return also may be low. Changes in interest rates also may affect the fund&#8217;s share price: a sharp rise in interest rates could cause the fund&#8217;s share price to fall. The longer the fund&#8217;s duration, the more sensitive to interest rate movements its share price is likely to be.<br/><br/><b>Credit Risk.</b> The fund is subject to the risk that a decline in the credit quality of a portfolio investment could cause the fund to lose money or underperform. The fund could lose money if the issuer or guarantor of a portfolio investment fails to make timely principal or interest payments or otherwise honor its obligations.<br/><br/><b>Liquidity Risk.</b> A particular investment may be difficult to purchase or sell. The fund may be unable to sell a security at an advantageous time or price.<br/><br/><b>Prepayment and Extension Risk.</b> The fund&#8217;s investments are subject to the risk that the securities may be paid off earlier or later than expected. Either situation could cause the fund to hold securities paying lower-than-market rates of interest, which could hurt the fund&#8217;s yield or share price.<br/><br/><b>High Yield Risk.</b> High yield securities and unrated securities of similar credit quality (sometimes called junk bonds) that the fund may invest in are subject to greater levels of credit and liquidity risks. High yield securities are considered primarily speculative with respect to the issuer&#8217;s continuing ability to make principal and interest payments.<br/><br/><b>Foreign Investment Risk.</b> The fund&#8217;s investments in securities of foreign issuers may involve certain risks that are greater than those associated with investments in securities of U.S. issuers. These include: risks of adverse changes in foreign economic, political, regulatory and other conditions; changes in currency exchange rates or exchange control regulations (including limitations on currency movements and exchanges); differing accounting, auditing, financial reporting and legal standards and practices; differing securities market structures; and higher transaction costs. These risks may be heightened in connection with investments in emerging markets.<br/><br/><b>Emerging Markets Risk.</b> Emerging market countries may be more likely to experience political turmoil or rapid changes in market or economic conditions than more developed countries. Such countries often have less uniformity in accounting and reporting requirements and greater risk associated with the custody of securities. In addition, the financial stability of issuers (including governments) in emerging market countries may be more precarious than in other countries. As a result, there will tend to be an increased risk of price volatility associated with the fund&#8217;s investments in emerging market countries and, at times, it may be difficult to value such investments.<br/><br/><b>Derivatives Risk.</b> The fund&#8217;s use of derivative instruments involves risks different from, or possibly greater than, the risks associated with investing directly in securities and other traditional investments and could cause the fund to lose more than the principal amount invested. In addition, investments in derivatives may involve leverage, which means a small percentage of assets invested in derivatives can have a disproportionately large impact on the fund. However, these risks are less severe when the fund uses derivatives for hedging rather than to enhance the fund&#8217;s returns or as a substitute for a position or security.<br/><br/><b>Mortgage Dollar Rolls Risk.</b> Mortgage dollar rolls are transactions in which the fund sells mortgage-backed securities to a dealer and simultaneously agrees to repurchase similar securities in the future at a predetermined price. The fund&#8217;s mortgage dollar rolls could lose money if the price of the mortgage-backed securities sold falls below the agreed upon repurchase price, or if the counterparty is unable to honor the agreement.<br/><br/><b>Leverage Risk.</b> Certain fund transactions, such as derivatives and mortgage dollar rolls, may give rise to a form of leverage and may expose the fund to greater risk. Leverage tends to magnify the effect of any decrease or increase in the value of the fund&#8217;s portfolio securities. The use of leverage may cause the fund to liquidate portfolio positions when it would not be advantageous to do so in order to satisfy its obligations.<br/><br/><b>Lack of Governmental Insurance or Guarantee.</b> An investment in the fund is not a bank deposit and it is not insured or guaranteed by the Federal Deposit Insurance Corporation (FDIC) or any other government agency.<br/><br/>For more information on the risks of investing in the fund please see the &#8220;Fund details&#8221; section in the prospectus."
Bar Chart and Performance Table [Heading],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,<b>Performance </b>
Performance Narrative [Text Block],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,"The bar chart below shows how the fund&#8217;s investment results have varied from year to year, and the following table shows how the fund&#8217;s average annual total returns for various periods compared to that of an index. This information provides some indication of the risks of investing in the fund. All figures assume distributions were reinvested. Keep in mind that future performance (both before and after taxes) may differ from past performance. For current performance information, please see www.schwabfunds.com/prospectus. On August 10, 2009, the Investor Share class and Select Share class were combined into a single class of shares of the fund, and the fund no longer offers multiple classes of shares. The performance history of the fund is that of the fund&#8217;s former Select Shares. Accordingly, the past performance information of the fund&#8217;s former Select Shares is shown below prior to August 10, 2009. Prior to December 15, 2012, the fund operated under a different investment objective and different investment strategies."
Bar Chart [Heading],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,Annual total returns (%) as of 12/31
Bar Chart Closing [Text Block],Duration_02Apr2012_01Apr2013S000018876_Member,,,,,Best quarter: 6.04% Q3 2009<br/>Worst quarter: (1.70%) Q4 2008
Performance Table Heading,Duration_02Apr2012_01Apr2013S000018876_Member,,,,,Average annual total returns (%) as of<br/>12/31/12
