Label,contextRef,unitRef,Dec,Prec,Lang,Value
Strategy Narrative [Text Block],Duration_01May2012_30Apr2013S000004508_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,"<b>To pursue its goal, the fund invests in high-quality short-term money market investments issued by U.S. and foreign issuers, such as:</b><ul type = ""square""><li>commercial paper, including asset-backed commercial paper</li></ul><ul type = ""square""><li>promissory notes</li></ul><ul type = ""square""><li>certificates of deposit and time deposits</li></ul><ul type = ""square""><li>variable- and floating-rate debt securities</li></ul><ul type = ""square""><li>bank notes and bankers&#8217; acceptances</li></ul><ul type = ""square""><li>repurchase agreements</li></ul><ul type = ""square""><li>obligations that are issued by the U.S. government, its agencies or instrumentalities, including obligations that are not guaranteed by the U.S. Treasury, such as those issued by Fannie Mae and Freddie Mac (U.S. government securities)</li></ul>All of these investments will be denominated in U.S. dollars, including those that are issued by foreign issuers. Obligations that are issued by private issuers that are guaranteed as to principal or interest by the U.S. government, its agencies or instrumentalities are considered U.S. government securities under the rules that govern money market funds. Certain of the fund&#8217;s securities are subject to credit or liquidity enhancements, which are designed to provide incremental levels of creditworthiness or liquidity.<br/><br/>The fund may engage in repurchase agreement transactions that are collateralized by cash or U.S. government securities. In addition, the fund may engage in repurchase agreement transactions that are collateralized by money market instruments, debt securities, loan participations or other securities, including equity securities and securities that are rated below investment grade or their unrated equivalents as determined by the investment adviser. <br/><br/>In choosing securities, the fund&#8217;s manager seeks to maximize current income within the limits of the fund&#8217;s investment objective and credit, maturity and diversification policies. Some of these policies may be stricter than the federal regulations that apply to all money funds. <br/><br/>The investment adviser&#8217;s credit research department analyzes and monitors the securities that the fund owns or is considering buying. The manager may adjust the fund&#8217;s holdings or its average maturity based on actual or anticipated changes in interest rates or credit quality. To preserve its investors&#8217; capital, the fund seeks to maintain a stable $1.00 share price."
Bar Chart and Performance Table [Heading],Duration_01May2012_30Apr2013S000004505_Member,,,,,<b>Performance</b>
Performance Narrative [Text Block],Duration_01May2012_30Apr2013S000004505_Member,,,,,"The bar chart below shows how the fund&#8217;s Sweep Shares investment results have varied from year to year and the following table shows the fund&#8217;s Sweep Shares and Premier Sweep Shares average annual total returns for various periods. This information provides some indication of the risks of investing in the fund. All figures assume distributions were reinvested. Keep in mind that future performance may differ from past performance. For current performance information, please see www.schwab.com/moneyfunds or call toll-free 1-800-435-4000 for a current seven-day yield."
Risk [Heading],Duration_01May2012_30Apr2013S000004508_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,<b>Principal risks </b>
Management Fees (as a percentage of Assets),Duration_01May2012_30Apr2013S000004499_MemberC000012373_Member,pure,4,,,0.0032
Distribution and Service (12b-1) Fees,Duration_01May2012_30Apr2013S000004499_MemberC000012373_Member,pure,4,,,0.0000
Other Expenses (as a percentage of Assets):,Duration_01May2012_30Apr2013S000004499_MemberC000012373_Member,pure,4,,,0.0041
Expenses (as a percentage of Assets),Duration_01May2012_30Apr2013S000004499_MemberC000012373_Member,pure,4,,,0.0073
Fee Waiver or Reimbursement,Duration_01May2012_30Apr2013S000004499_MemberC000012373_Member,pure,4,,,-0.0002
Net Expenses (as a percentage of Assets),Duration_01May2012_30Apr2013S000004499_MemberC000012373_Member,pure,4,,,0.0071
Risk Narrative [Text Block],Duration_01May2012_30Apr2013S000004508_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,"The fund is subject to risks, any of which could cause an investor to lose money. The fund&#8217;s principal risks include:<br/><br/><b>Investment Risk.</b> Your investment in the fund is not a bank deposit and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the fund seeks to preserve the value of your investment at $1.00 per share, it is possible to lose money by investing in the fund.<br/><br/><b>Interest Rate Risk.</b> Interest rates rise and fall over time. As with any investment whose yield reflects current interest rates, the fund&#8217;s yield will change over time. During periods when interest rates are low, the fund&#8217;s yield (and total return) also will be low. In addition, to the extent the Institutional Prime Shares make any reimbursement payments to the investment adviser and/or its affiliates, the Institutional Prime Shares&#8217; yield would be lower.<br/><br/><b>Repurchase Agreements Risk.</b> When the fund enters into a repurchase agreement, the fund is exposed to the risk that the other party (i.e., the counter-party) will not fulfill its contractual obligation. In a repurchase agreement, there exists the risk that, when the fund buys a security from a counter-party that agrees to repurchase the security at an agreed upon price (usually higher) and time, the counter-party will not repurchase the security. These risks are magnified to the extent that a repurchase agreement is secured by collateral other than cash and government securities, such as debt securities, equity securities and high yield securities that are rated below investment grade (&#8220;Alternative Collateral&#8221;). High yield securities that are used as Alternative Collateral are subject to greater levels of credit and liquidity risk, and are considered primarily speculative with respect to the issuer&#8217;s continuing ability to make principal and interest payments. Alternative Collateral may be subject to greater price volatility and may be more volatile or less liquid than other types of collateral, increasing the risk that the fund will be unable to recover fully in the event of a counterparty&#8217;s default.<br/><br/><b>Credit Risk.</b> The fund is subject to the risk that a decline in the credit quality of a portfolio investment could cause the fund to lose money or underperform. The fund could lose money if the issuer of a portfolio investment fails to make timely principal or interest payments or if a guarantor, liquidity provider or counterparty of a portfolio investment fails to honor its obligations. Even though the fund&#8217;s investments in repurchase agreements are collateralized at all times, there is some risk to the fund if the other party should default on its obligations and the fund is delayed or prevented from recovering or disposing of the collateral. Negative perceptions of the ability of an issuer, guarantor, liquidity provider or counterparty to make payments or otherwise honor its obligations, as applicable, could also cause the price of that investment to decline. The credit quality of the fund&#8217;s portfolio holdings can change rapidly in certain market environments and any downgrade or default on the part of a single portfolio investment could cause the fund&#8217;s share price or yield to fall.<br/><br/>Many of the U.S. government securities that the fund invests in are not backed by the full faith and credit of the United States government, which means they are neither issued nor guaranteed by the U.S. Treasury. Although maintained in conservatorship by the Federal Housing Finance Agency since September 2008, Fannie Mae (FNMA) and Freddie Mac (FHLMC) maintain only limited lines of credit with the U.S. Treasury. The Federal Home Loan Banks (FHLB) also only maintain limited access to credit lines from the U.S. Treasury. Other securities, such as obligations issued by the Federal Farm Credit Banks Funding Corporation (FFCB), are supported solely by the credit of the issuer. There can be no assurance that the U.S. government will provide financial support to securities of its agencies and instrumentalities if it is not obligated to do so under law. Also, any government guarantees on securities the fund owns do not extend to shares of the fund itself.<br/><br/><b>Foreign Investment Risk.</b> The fund&#8217;s investments in securities of foreign issuers or securities with credit or liquidity enhancements provided by foreign entities may involve certain risks that are greater than those associated with investments in securities of U.S. issuers or securities with credit or liquidity enhancements provided by U.S. entities. These include risks of adverse changes in foreign economic, political, regulatory and other conditions; differing accounting, auditing, financial reporting and legal standards and practices; differing securities market structures; and higher transaction costs. In addition, sovereign risk, or the risk that a government may become unwilling or unable to meet its loan obligations or guarantees, could increase the credit risk of financial institutions connected to that particular country.<br/><br/><b>Management Risk.</b> Any actively managed mutual fund is subject to the risk that its investment adviser will make poor security selections. The fund&#8217;s investment adviser applies its own investment techniques and risk analyses in making investment decisions for the fund, but there can be no guarantee that they will produce the desired results. The investment adviser&#8217;s maturity decisions will also affect the fund&#8217;s yield, and in unusual circumstances potentially could affect its share price. To the extent that the investment adviser  anticipates interest rate trends imprecisely, the fund&#8217;s yield at times could lag those of other money market funds.<br/><br/><b>Liquidity Risk.</b> Liquidity risk exists when particular investments are difficult to purchase or sell. The market for certain investments may become illiquid due to specific adverse changes in the conditions of a particular issuer or under adverse market or economic conditions independent of the issuer. The fund&#8217;s investments in illiquid securities may reduce the returns of the fund because it may be unable to sell the illiquid securities at an advantageous time or price. Further, transactions in illiquid securities may entail transaction costs that are higher than those for transactions in liquid securities.<br/><br/><b>Redemption Risk.</b> The fund may experience periods of heavy redemptions that could cause the fund to liquidate its assets at inopportune times or at a loss or depressed value, particularly during periods of declining or illiquid markets. Redemptions by a few large investors in the fund may have a significant adverse effect on the fund&#8217;s ability to maintain a stable $1.00 share price. In the event any money market fund fails to maintain a stable net asset value, other money market funds, including the fund, could face a market-wide risk of increased redemption pressures, potentially jeopardizing the stability of their $1.00 share prices.<br/><br/><b>Regulatory Risk.</b> The Securities and Exchange Commission (SEC) and other regulators may adopt additional money market fund regulations in the future, which may impact the operation and performance of the fund.<br/><br/><b>Money Market Risk.</b> The fund is not designed to offer capital appreciation. In exchange for their emphasis on stability and liquidity, money market investments may offer lower long-term performance than stock or bond investments."
Bar Chart and Performance Table [Heading],Duration_01May2012_30Apr2013S000004508_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,<b>Performance </b>
Risk Lose Money [Text],Duration_01May2012_30Apr2013S000004512_MemberSchwabCaliforniaMunicipalMoneyFundValueAdvantageShares_Member,,,,,"The fund is subject to risks, any of which could cause an investor to lose money."
Risk Not Insured Depository Institution [Text],Duration_01May2012_30Apr2013S000004512_MemberSchwabCaliforniaMunicipalMoneyFundValueAdvantageShares_Member,,,,,Your investment in the fund is not a bank deposit and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency.
Risk Money Market Fund [Text],Duration_01May2012_30Apr2013S000004512_MemberSchwabCaliforniaMunicipalMoneyFundValueAdvantageShares_Member,,,,,"Although the fund seeks to preserve the value of your investment at $1.00 per share, it is possible to lose money by investing in the fund."
Performance Information Illustrates Variability of Returns [Text],Duration_01May2012_30Apr2013S000004512_MemberSchwabCaliforniaMunicipalMoneyFundValueAdvantageShares_Member,,,,,"The bar chart below shows how the fund&#8217;s Value Advantage Shares investment results have varied from year to year, and the following table shows the fund&#8217;s Value Advantage Shares average annual total returns for various periods."
Performance Past Does Not Indicate Future [Text],Duration_01May2012_30Apr2013S000004512_MemberSchwabCaliforniaMunicipalMoneyFundValueAdvantageShares_Member,,,,,Keep in mind that future performance may differ from past performance.
Performance Narrative [Text Block],Duration_01May2012_30Apr2013S000004508_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,"The bar chart below shows how the fund&#8217;s Institutional Prime Shares investment results have varied from year to year, and the following table shows the fund&#8217;s Institutional Prime Shares average annual total returns for various periods. This information provides some indication of the risks of investing in the fund. All figures assume distributions were reinvested. Keep in mind that future performance may differ from past performance. For current performance information, please see www.schwab.com/moneyfunds or call toll-free 1-800-435-4000 for a current seven-day yield."
Performance Availability Website Address [Text],Duration_01May2012_30Apr2013S000004512_MemberSchwabCaliforniaMunicipalMoneyFundValueAdvantageShares_Member,,,,,www.schwab.com/moneyfunds
Bar Chart [Heading],Duration_01May2012_30Apr2013S000004508_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,Annual total returns (%) as of 12/31
Strategy Narrative [Text Block],Duration_01May2012_30Apr2013S000004506_Member,,,,,"<b>To pursue its goal, the fund invests in U.S. government securities, such as:</b><ul type=""square""><li>U.S. Treasury bills and notes</li></ul><ul type=""square""><li>other obligations that are issued by the U.S. government, its agencies or instrumentalities, including obligations that are not guaranteed by the U.S. Treasury, such as those issued by Fannie Mae, Freddie Mac and the Federal Home Loan Banks</li></ul><ul type=""square""><li>repurchase agreements</li></ul><ul type=""square""><li>obligations that are issued by private issuers that are guaranteed as to principal or interest by the U.S. government, its agencies or instrumentalities.</li></ul>Under normal circumstances, the fund will invest at least 80% of its net assets in U.S. government securities including repurchase agreements. The fund will notify its shareholders at least 60 days before changing this policy. Obligations that are issued by private issuers that are guaranteed as to principal or interest by the U.S. government, its agencies or instrumentalities are considered U.S. government securities under the rules that govern money market funds.  <br /><br />In choosing securities, the fund&#8217;s manager seeks to maximize current income within the limits of the fund&#8217;s investment objective and credit, maturity and diversification policies. Some of these policies may be stricter than the federal regulations that apply to all money funds.  <br /><br />The investment adviser&#8217;s credit research department analyzes and monitors the securities that the fund owns or is considering buying. The manager may adjust the fund&#8217;s holdings or its average maturity based on actual or anticipated changes in interest rates or credit quality. To preserve its investors&#8217; capital, the fund seeks to maintain a stable $1.00 share price."
Annual Return 2005,Duration_01May2012_30Apr2013S000004505_MemberC000012379_Member,pure,4,,,0.0263
Annual Return 2007,Duration_01May2012_30Apr2013S000004508_MemberC000038267_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,pure,4,,,0.0526
Annual Return 2006,Duration_01May2012_30Apr2013S000004505_MemberC000012379_Member,pure,4,,,0.0447
Annual Return 2008,Duration_01May2012_30Apr2013S000004508_MemberC000038267_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,pure,4,,,0.0281
Annual Return 2009,Duration_01May2012_30Apr2013S000004508_MemberC000038267_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,pure,4,,,0.0042
Annual Return 2010,Duration_01May2012_30Apr2013S000004508_MemberC000038267_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,pure,4,,,0.0014
Annual Return 2007,Duration_01May2012_30Apr2013S000004505_MemberC000012379_Member,pure,4,,,0.0478
Annual Return 2011,Duration_01May2012_30Apr2013S000004508_MemberC000038267_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,pure,4,,,0.0006
Annual Return 2012,Duration_01May2012_30Apr2013S000004508_MemberC000038267_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,pure,4,,,0.0008
Risk [Heading],Duration_01May2012_30Apr2013S000004506_Member,,,,,<b>Principal risks </b>
Bar Chart [Heading],Duration_01May2012_30Apr2013S000004505_Member,,,,,Annual total returns (%) as of 12/31<br/><br/><b>Sweep Shares</b>
Bar Chart Closing [Text Block],Duration_01May2012_30Apr2013S000004505_Member,,,,,Best quarter: 1.21% Q3 2007<br/>Worst quarter: 0.00% Q4 2012
Performance Table Heading,Duration_01May2012_30Apr2013S000004505_Member,,,,,Average annual total returns (%) as of 12/31/12
Annual Return 2008,Duration_01May2012_30Apr2013S000004505_MemberC000012379_Member,pure,4,,,0.0236
Annual Return 2009,Duration_01May2012_30Apr2013S000004505_MemberC000012379_Member,pure,4,,,0.0013
Annual Return 2010,Duration_01May2012_30Apr2013S000004505_MemberC000012379_Member,pure,4,,,0.0001
Annual Return 2011,Duration_01May2012_30Apr2013S000004505_MemberC000012379_Member,pure,4,,,0.0001
Bar Chart Closing [Text Block],Duration_01May2012_30Apr2013S000004508_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,Best quarter: 1.32% Q3 2007<br/>Worst quarter: 0.00% Q4 2011
Annual Return 2012,Duration_01May2012_30Apr2013S000004505_MemberC000012379_Member,pure,4,,,0.0001
"Expense Example, with Redemption, 1 Year",Duration_01May2012_30Apr2013S000004499_MemberC000012373_Member,USD,INF,,,73
"Highest Quarterly Return, Label",Duration_01May2012_30Apr2013S000004508_MemberC000038267_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,Best quarter:
"Expense Example, with Redemption, 3 Years",Duration_01May2012_30Apr2013S000004499_MemberC000012373_Member,USD,INF,,,227
"Highest Quarterly Return, Date",Duration_01May2012_30Apr2013S000004508_MemberC000038267_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,2007-09-30
Highest Quarterly Return,Duration_01May2012_30Apr2013S000004508_MemberC000038267_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,pure,4,,,0.0132
"Lowest Quarterly Return, Label",Duration_01May2012_30Apr2013S000004508_MemberC000038267_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,Worst quarter:
"Lowest Quarterly Return, Date",Duration_01May2012_30Apr2013S000004508_MemberC000038267_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,2011-12-31
Lowest Quarterly Return,Duration_01May2012_30Apr2013S000004508_MemberC000038267_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,pure,4,,,0.0000
Money Market Seven Day Yield Phone,Duration_01May2012_30Apr2013S000004512_MemberSchwabCaliforniaMunicipalMoneyFundValueAdvantageShares_Member,,,,,1-800-435-4000
"Expense Example, with Redemption, 5 Years",Duration_01May2012_30Apr2013S000004499_MemberC000012373_Member,USD,INF,,,395
"Expense Example, with Redemption, 10 Years",Duration_01May2012_30Apr2013S000004499_MemberC000012373_Member,USD,INF,,,883
"Expense Example, No Redemption, 1 Year",Duration_01May2012_30Apr2013S000004499_MemberC000012373_Member,USD,INF,,,73
"Expense Example, No Redemption, 3 Years",Duration_01May2012_30Apr2013S000004499_MemberC000012373_Member,USD,INF,,,227
"Expense Example, No Redemption, 5 Years",Duration_01May2012_30Apr2013S000004499_MemberC000012373_Member,USD,INF,,,395
"Expense Example, No Redemption, 10 Years",Duration_01May2012_30Apr2013S000004499_MemberC000012373_Member,USD,INF,,,883
Performance Table Heading,Duration_01May2012_30Apr2013S000004508_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,Average annual total returns (%) as of 12/31/12
1 Year,Duration_01May2012_30Apr2013S000004508_MemberC000038267_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,pure,4,,,0.0008
5 Years,Duration_01May2012_30Apr2013S000004508_MemberC000038267_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,pure,4,,,0.0069
Risk/Return [Heading],Duration_01May2012_30Apr2013S000004507_Member,,,,,Schwab U.S. Treasury Money Fund<sup>&#8482;</sup>
Risk Narrative [Text Block],Duration_01May2012_30Apr2013S000004506_Member,,,,,"The fund is subject to risks, any of which could cause an investor to lose money. The fund&#8217;s principal risks include:<br /><br /><b>Investment Risk.</b> Your investment in the fund is not a bank deposit and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. Although the fund seeks to preserve the value of your investment at $1.00 per share, it is possible to lose money by investing in the fund.<br /><br /><b>Interest Rate Risk.</b> Interest rates rise and fall over time. As with any investment whose yield reflects current interest rates, the fund&#8217;s yield will change over time. During periods when interest rates are low, the fund&#8217;s yield (and total return) also will be low. In addition, to the extent the fund makes any reimbursement payments to the investment adviser and/or its affiliates, the fund&#8217;s yield would be lower.<br /><br /><b>Repurchase Agreements Risk.</b> When the fund enters into a repurchase agreement, the fund is exposed to the risk that the other party (i.e., the counter-party) will not fulfill its contractual obligation. In a repurchase agreement, there exists the risk that, when the fund buys a security from a counter-party that agrees to repurchase the security at an agreed upon price (usually higher) and time, the counter-party will not repurchase the security.<br /><br /><b>Credit Risk.</b> The fund is subject to the risk that a decline in the credit quality of a portfolio investment could cause the fund to lose money or underperform. The fund could lose money if the issuer of a portfolio investment fails to make timely principal or interest payments or if a guarantor, liquidity provider or counterparty of a portfolio investment fails to honor its obligations. Even though the fund&#8217;s investments in repurchase agreements are collateralized at all times, there is some risk to the fund if the other party should default on its obligations and the fund is delayed or prevented from recovering or disposing of the collateral. Negative perceptions of the ability of an issuer, guarantor, liquidity provider or counterparty to make payments or otherwise honor its obligations, as applicable, could also cause the price of that investment to decline. The credit quality of the fund&#8217;s portfolio holdings can change rapidly in certain market environments and any downgrade or default on the part of a single portfolio investment could cause the fund&#8217;s share price or yield to fall.  <br /><br />Many of the U.S. government securities that the fund invests in are not backed by the full faith and credit of the United States government, which means they are neither issued nor guaranteed by the U.S. Treasury. Although maintained in conservatorship by the Federal Housing Finance Agency since September 2008, Fannie Mae (FNMA) and Freddie Mac (FHLMC) maintain only limited lines of credit with the U.S. Treasury. The Federal Home Loan Banks (FHLB) also only maintain limited access to credit lines from the U.S. Treasury. Other securities, such as obligations issued by the Federal Farm Credit Banks Funding Corporation (FFCB), are supported solely by the credit of the issuer. There can be no assurance that the U.S. government will provide financial support to securities of its agencies and instrumentalities if it is not obligated to do so under law. Also, any government guarantees on securities the fund owns do not extend to shares of the fund itself.<br /><br /><b>Management Risk.</b> Any actively managed mutual fund is subject to the risk that its investment adviser will make poor security selections. The fund&#8217;s investment adviser applies its own investment techniques and risk analyses in making investment decisions for the fund, but there can be no guarantee that they will produce the desired results. The investment adviser&#8217;s maturity decisions will also affect the fund&#8217;s yield, and in unusual circumstances potentially could affect its share price. To the extent that the investment adviser anticipates interest rate trends imprecisely, the fund&#8217;s yield at times could lag those of other money market funds.<br /><br /><b>Liquidity Risk.</b> Liquidity risk exists when particular investments are difficult to purchase or sell. The market for certain investments may become illiquid due to specific adverse changes in the conditions of a particular issuer or under adverse market or economic conditions independent of the issuer. The fund&#8217;s investments in illiquid securities may reduce the returns of the fund because it may be unable to sell the illiquid securities at an advantageous time or price. Further, transactions in illiquid securities may entail transaction costs that are higher than those for transactions in liquid securities.<br /><br /><b>Redemption Risk.</b> The fund may experience periods of heavy redemptions that could cause the fund to liquidate its assets at inopportune times or at a loss or depressed value, particularly during periods of declining or illiquid markets. Redemptions by a few large investors in the fund may have a significant adverse effect on the fund&#8217;s ability to maintain a stable $1.00 share price. In the event any money market fund fails to maintain a stable net asset value, other money market funds, including the fund, could face a market-wide risk of increased redemption pressures, potentially jeopardizing the stability of their $1.00 share prices.<br /><br /><b>Regulatory Risk.</b> The Securities and Exchange Commission (SEC) and other regulators may adopt additional money market fund regulations in the future, which may impact the operation and performance of the fund.<br /><br /><b>Money Market Risk.</b> The fund is not designed to offer capital appreciation. In exchange for their emphasis on stability and liquidity, money market investments may offer lower long-term performance than stock or bond investments."
Objective [Heading],Duration_01May2012_30Apr2013S000004507_Member,,,,,<b>Investment objective</b>
Since Inception,Duration_01May2012_30Apr2013S000004508_MemberC000038267_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,pure,4,,,0.0158
Inception Date,Duration_01May2012_30Apr2013S000004508_MemberC000038267_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,2006-10-05
Bar Chart and Performance Table [Heading],Duration_01May2012_30Apr2013S000004506_Member,,,,,<b>Performance </b>
Performance Narrative [Text Block],Duration_01May2012_30Apr2013S000004506_Member,,,,,"The bar chart below shows how the fund&#8217;s investment results have varied from year to year, and the following table shows the fund&#8217;s average annual total returns for various periods. This information provides some indication of the risks of investing in the fund. All figures assume distributions were reinvested. Keep in mind that future performance may differ from past performance. For current performance information, please see www.schwab.com/moneyfunds or call toll-free 1-800-435-4000 for a current seven-day yield."
1 Year,Duration_01May2012_30Apr2013S000004505_MemberC000012379_Member,pure,4,,,0.0001
1 Year,Duration_01May2012_30Apr2013S000004505_MemberC000012380_Member,pure,4,,,0.0001
"Objective, Primary [Text Block]",Duration_01May2012_30Apr2013S000004507_Member,,,,,The fund&#8217;s goal is to seek the highest current income consistent with stability of capital and liquidity.
5 Years,Duration_01May2012_30Apr2013S000004505_MemberC000012379_Member,pure,4,,,0.0050
5 Years,Duration_01May2012_30Apr2013S000004505_MemberC000012380_Member,pure,4,,,0.0052
Expense [Heading],Duration_01May2012_30Apr2013S000004507_Member,,,,,<b>Fund fees and expenses</b>
Since Inception,Duration_01May2012_30Apr2013S000004505_MemberC000012379_Member,pure,4,,,0.0176
Since Inception,Duration_01May2012_30Apr2013S000004505_MemberC000012380_Member,pure,4,,,0.0181
Expense Narrative [Text Block],Duration_01May2012_30Apr2013S000004507_Member,,,,,This table describes the fees and expenses you may pay if you buy and hold shares of the fund.
Inception Date,Duration_01May2012_30Apr2013S000004505_MemberC000012379_Member,,,,,2004-08-19
Inception Date,Duration_01May2012_30Apr2013S000004505_MemberC000012380_Member,,,,,2004-08-19
Shareholder Fees Caption [Text],Duration_01May2012_30Apr2013S000004507_Member,,,,,Shareholder fees (fees paid directly from your investment)
Operating Expenses Caption [Text],Duration_01May2012_30Apr2013S000004507_Member,,,,,Annual fund operating expenses (expenses that you pay each year<br/> as a % of the value of your investment)
"Shareholder Fee, Other",Duration_01May2012_30Apr2013S000004507_MemberC000012382_Member,USD,INF,,,0
Management Fees (as a percentage of Assets),Duration_01May2012_30Apr2013S000004507_MemberC000012382_Member,pure,4,,,0.0031
Distribution and Service (12b-1) Fees,Duration_01May2012_30Apr2013S000004507_MemberC000012382_Member,pure,4,,,0.0000
Other Expenses (as a percentage of Assets):,Duration_01May2012_30Apr2013S000004507_MemberC000012382_Member,pure,4,,,0.0041
Risk Lose Money [Text],Duration_01May2012_30Apr2013S000004508_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,"The fund is subject to risks, any of which could cause an investor to lose money."
Expenses (as a percentage of Assets),Duration_01May2012_30Apr2013S000004507_MemberC000012382_Member,pure,4,,,0.0072
Risk Not Insured Depository Institution [Text],Duration_01May2012_30Apr2013S000004508_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,Your investment in the fund is not a bank deposit and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency.
Bar Chart [Heading],Duration_01May2012_30Apr2013S000004506_Member,,,,,Annual total returns (%) as of 12/31
Fee Waiver or Reimbursement,Duration_01May2012_30Apr2013S000004507_MemberC000012382_Member,pure,4,,,-0.0012
Net Expenses (as a percentage of Assets),Duration_01May2012_30Apr2013S000004507_MemberC000012382_Member,pure,4,,,0.0060
Risk Money Market Fund [Text],Duration_01May2012_30Apr2013S000004508_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,"Although the fund seeks to preserve the value of your investment at $1.00 per share, it is possible to lose money by investing in the fund."
Performance Information Illustrates Variability of Returns [Text],Duration_01May2012_30Apr2013S000004508_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,"The bar chart below shows how the fund&#8217;s Institutional Prime Shares investment results have varied from year to year, and the following table shows the fund&#8217;s Institutional Prime Shares average annual total returns for various periods."
Performance Past Does Not Indicate Future [Text],Duration_01May2012_30Apr2013S000004508_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,Keep in mind that future performance may differ from past performance.
Risk Lose Money [Text],Duration_01May2012_30Apr2013S000004505_Member,,,,,"The fund is subject to risks, any of which could cause an investor to lose money."
Risk Not Insured Depository Institution [Text],Duration_01May2012_30Apr2013S000004505_Member,,,,,Your investment in the fund is not a bank deposit and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency.
Performance Availability Website Address [Text],Duration_01May2012_30Apr2013S000004508_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,www.schwab.com/moneyfunds
Money Market Seven Day Yield Phone,Duration_01May2012_30Apr2013S000004508_MemberSchwabvalueadvantagemoneyfundinstitutionalprimeshares_Member,,,,,1-800-435-4000
Risk Money Market Fund [Text],Duration_01May2012_30Apr2013S000004505_Member,,,,,"Although the fund seeks to preserve the value of your investment at $1.00 per share, it is possible to lose money by investing in the fund."
Annual Return 2003,Duration_01May2012_30Apr2013S000004506_MemberC000012381_Member,pure,4,,,0.0048
Performance Information Illustrates Variability of Returns [Text],Duration_01May2012_30Apr2013S000004505_Member,,,,,The bar chart below shows how the fund&#8217;s Sweep Shares investment results have varied from year to year and the following table shows the fund&#8217;s Sweep Shares and Premier Sweep Shares average annual total returns for various periods.
Annual Return 2004,Duration_01May2012_30Apr2013S000004506_MemberC000012381_Member,pure,4,,,0.0065
Annual Return 2005,Duration_01May2012_30Apr2013S000004506_MemberC000012381_Member,pure,4,,,0.0252
Annual Return 2006,Duration_01May2012_30Apr2013S000004506_MemberC000012381_Member,pure,4,,,0.0437
Annual Return 2007,Duration_01May2012_30Apr2013S000004506_MemberC000012381_Member,pure,4,,,0.0455
Expense Example [Heading],Duration_01May2012_30Apr2013S000004507_Member,,,,,Example
Annual Return 2008,Duration_01May2012_30Apr2013S000004506_MemberC000012381_Member,pure,4,,,0.0198
Performance Past Does Not Indicate Future [Text],Duration_01May2012_30Apr2013S000004505_Member,,,,,Keep in mind that future performance may differ from past performance.
Annual Return 2009,Duration_01May2012_30Apr2013S000004506_MemberC000012381_Member,pure,4,,,0.0009
Annual Return 2010,Duration_01May2012_30Apr2013S000004506_MemberC000012381_Member,pure,4,,,0.0001
Annual Return 2011,Duration_01May2012_30Apr2013S000004506_MemberC000012381_Member,pure,4,,,0.0001
Performance Availability Website Address [Text],Duration_01May2012_30Apr2013S000004505_Member,,,,,www.schwab.com/moneyfunds
