Label,contextRef,unitRef,Dec,Prec,Lang,Value
Annual Fund Operating Expenses [Expenses that you pay each year as a percentage of the value of your investment],v_Participant_S000004463,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004463OperatingExpensesParticipant column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000004463Member ~ </div>"
Annual Fund Operating Expenses [Expenses that you pay each year as a percentage of the value of your investment],v_Institutional_S000004463,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004463OperatingExpensesInstitutional column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000004463Member ~ </div>"
"Expense Example, No Redemption",v_Retail_S000004463,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004463ExpenseExampleNoRedemptionRetail column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000004463Member ~ </div>"
"Expense Example, No Redemption",v_Participant_S000004463,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004463ExpenseExampleNoRedemptionParticipant column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000004463Member ~ </div>"
"Expense Example, No Redemption",v_Institutional_S000004463,,,,,"<div style=""display:none"">~ http://vanguard/role/S000004463ExpenseExampleNoRedemptionInstitutional column period compact * column rr_ProspectusShareClassAxis compact * row primary compact * row dei_LegalEntityAxis compact vanguard_S000004463Member ~ </div>"
2011,v_S000004463_C000012239,pure,4,,,0.0005
2010,v_S000004463_C000012239,pure,4,,,0.0006
2009,v_S000004463_C000012239,pure,4,,,0.0053
2008,v_S000004463_C000012239,pure,4,,,0.0277
2007,v_S000004463_C000012239,pure,4,,,0.0514
2006,v_S000004463_C000012239,pure,4,,,0.0488
2005,v_S000004463_C000012239,pure,4,,,0.0301
2004,v_S000004463_C000012239,pure,4,,,0.0111
2003,v_S000004463_C000012239,pure,4,,,0.0090
2002,v_S000004463_C000012239,pure,4,,,0.0165
Annual Return Inception Date,v_S000004463_C000012239,,,,,1975-06-04
Bar Chart Highest Quarterly Return,v_S000004463_C000012239,pure,4,,,0.0129
Bar Chart Lowest Quarter Return,v_S000004463_C000012239,pure,4,,,0.0001
Bar Chart Highest Quarterly Return Date,v_S000004463_C000012239,,,,,2006-12-31
Bar Chart Lowest Quarter Return Date,v_S000004463_C000012239,,,,,2010-03-31
Bar Chart:,v_Retail_S000004463,,,,,"<div style=""display:none"">~ http://xbrl.sec.gov/rr/role/BarChartData column rr_ProspectusShareClassAxis compact vanguard_C000012239Member ~ </div>"
Bar Chart,v_Retail_S000004463,,,,,Annual Total Returns - Vanguard Prime Money Market Fund Investor Shares
Bar Chart Footnotes,v_Retail_S000004463,,,,,"<p>1 The year-to-date return as of the most recent calendar quarter, which ended on September 30, 2012 was 0.03%</p>"
Year to Date Return Label,v_Retail_S000004463,,,,,"The year-to-date return as of the most recent calendar quarter, which ended on September 30, 2012"
Bar Chart Closing,v_Retail_S000004463,,,,,"<p>During the periods shown in the bar chart, the highest return for a calendar quarter was 1.29% (quarter ended December 31, 2006 ), and the lowest return for a quarter was 0.01% (quarter ended March 31, 2010 ).</p>"
Highest Quarterly Return Label,v_Retail_S000004463,,,,,"(quarter ended December 31, 2006 )"
Lowest Quarterly Return Label,v_Retail_S000004463,,,,,"(quarter ended March 31, 2010 )"
Bar Chart:,v_Participant_S000004463,,,,,"<div style=""display:none"">~ http://xbrl.sec.gov/rr/role/BarChartData column rr_ProspectusShareClassAxis compact vanguard_C000012239Member ~ </div>"
Bar Chart,v_Participant_S000004463,,,,,Annual Total Returns - Vanguard Prime Money Market Fund Investor Shares
Bar Chart Footnotes,v_Participant_S000004463,,,,,"<p>1 The year-to-date return as of the most recent calendar quarter, which ended on September 30, 2012 was 0.03%</p>"
Year to Date Return Label,v_Participant_S000004463,,,,,"The year-to-date return as of the most recent calendar quarter, which ended on September 30, 2012"
Bar Chart Closing,v_Participant_S000004463,,,,,"<p>During the periods shown in the bar chart, the highest return for a calendar quarter was 1.29% (quarter ended December 31, 2006 ), and the lowest return for a quarter was 0.01% (quarter ended March 31, 2010 ).</p>"
Highest Quarterly Return Label,v_Participant_S000004463,,,,,"(quarter ended December 31, 2006 )"
Lowest Quarterly Return Label,v_Participant_S000004463,,,,,"(quarter ended March 31, 2010 )"
Date,v_S000004463_C000012239,,,,,2012-09-30
Year to Date Return,v_S000004463_C000012239,pure,4,,,0.0003
Inception Date,v_S000004463_C000012239,,,,,1975-06-04
One Year,v_S000004463_C000012239,pure,4,,,0.0005
Five Years,v_S000004463_C000012239,pure,4,,,0.0169
Ten Years,v_S000004463_C000012239,pure,4,,,0.0199
Comparative Benchmark,v_S000004463_C000012239,,,,,Comparative Benchmarks
Purchase Fee,v_S000004463_C000012239,pure,4,,,0.0000
Redemption Fee,v_S000004463_C000012239,pure,4,,,0.0000
"Account Service Fee (for fund account balances below $10,000)",v_S000004463_C000012239,usd,4,,,20.0000
Sales charge (load) imposed on purchases,v_S000004463_C000012239,pure,4,,,0.0000
Sales charge (load) imposed on reinvested dividends,v_S000004463_C000012239,pure,4,,,0.0000
1 YEAR,v_S000004463_C000012239,usd,4,,,16.0000
3 YEAR,v_S000004463_C000012239,usd,4,,,52.0000
5 YEAR,v_S000004463_C000012239,usd,4,,,90.0000
10 YEAR,v_S000004463_C000012239,usd,4,,,205.0000
Management Expenses,v_S000004463_C000012239,pure,4,,,0.0013
12b-1 Distribution Fee,v_S000004463_C000012239,pure,4,,,0.0000
Other Expenses,v_S000004463_C000012239,pure,4,,,0.0003
Total Annual Fund Operating Expenses,v_S000004463_C000012239,pure,4,,,0.0016
2011,v_S000004462_C000012238,pure,4,,,0.0001
2010,v_S000004462_C000012238,pure,4,,,0.0002
2009,v_S000004462_C000012238,pure,4,,,0.0040
2008,v_S000004462_C000012238,pure,4,,,0.0253
2007,v_S000004462_C000012238,pure,4,,,0.0507
2006,v_S000004462_C000012238,pure,4,,,0.0481
2005,v_S000004462_C000012238,pure,4,,,0.0296
2004,v_S000004462_C000012238,pure,4,,,0.0108
2003,v_S000004462_C000012238,pure,4,,,0.0089
2002,v_S000004462_C000012238,pure,4,,,0.0164
Annual Return Inception Date,v_S000004462_C000012238,,,,,1981-07-13
Bar Chart Highest Quarterly Return,v_S000004462_C000012238,pure,4,,,0.0128
Bar Chart Lowest Quarter Return,v_S000004462_C000012238,pure,4,,,0.0000
Bar Chart Highest Quarterly Return Date,v_S000004462_C000012238,,,,,2006-12-31
Bar Chart Lowest Quarter Return Date,v_S000004462_C000012238,,,,,2011-09-30
Bar Chart:,v_Retail_S000004462,,,,,"<div style=""display:none"">~ http://xbrl.sec.gov/rr/role/BarChartData column rr_ProspectusShareClassAxis compact vanguard_C000012238Member ~ </div>"
Bar Chart,v_Retail_S000004462,,,,,Annual Total Returns - Vanguard Federal Money Market Fund Investor Shares
Bar Chart Footnotes,v_Retail_S000004462,,,,,"<p>1 The year-to-date return as of the most recent calendar quarter, which ended on September 30, 2012 was 0.01%</p>"
Year to Date Return Label,v_Retail_S000004462,,,,,"The year-to-date return as of the most recent calendar quarter, which ended on September 30, 2012"
Bar Chart Closing,v_Retail_S000004462,,,,,"<p>During the periods shown in the bar chart, the highest return for a calendar quarter was 1.28% (quarter ended December 31, 2006 ), and the lowest return for a quarter was 0.00% (quarter ended September 30, 2011 ).</p>"
Highest Quarterly Return Label,v_Retail_S000004462,,,,,"(quarter ended December 31, 2006 )"
Lowest Quarterly Return Label,v_Retail_S000004462,,,,,"(quarter ended September 30, 2011 )"
Bar Chart:,v_Participant_S000004462,,,,,"<div style=""display:none"">~ http://xbrl.sec.gov/rr/role/BarChartData column rr_ProspectusShareClassAxis compact vanguard_C000012238Member ~ </div>"
Bar Chart,v_Participant_S000004462,,,,,Annual Total Returns - Vanguard Federal Money Market Fund Investor Shares
Bar Chart Footnotes,v_Participant_S000004462,,,,,"<p>1 The year-to-date return as of the most recent calendar quarter, which ended on September 30, 2012 was 0.01%</p>"
Year to Date Return Label,v_Participant_S000004462,,,,,"The year-to-date return as of the most recent calendar quarter, which ended on September 30, 2012"
Bar Chart Closing,v_Participant_S000004462,,,,,"<p>During the periods shown in the bar chart, the highest return for a calendar quarter was 1.28% (quarter ended December 31, 2006 ), and the lowest return for a quarter was 0.00% (quarter ended September 30, 2011 ).</p>"
Highest Quarterly Return Label,v_Participant_S000004462,,,,,"(quarter ended December 31, 2006 )"
Lowest Quarterly Return Label,v_Participant_S000004462,,,,,"(quarter ended September 30, 2011 )"
Date,v_S000004462_C000012238,,,,,2012-09-30
Year to Date Return,v_S000004462_C000012238,pure,4,,,0.0001
Inception Date,v_S000004462_C000012238,,,,,1981-07-13
One Year,v_S000004462_C000012238,pure,4,,,0.0001
Five Years,v_S000004462_C000012238,pure,4,,,0.0159
Ten Years,v_S000004462_C000012238,pure,4,,,0.0193
Comparative Benchmark,v_S000004462_C000012238,,,,,Comparative Benchmarks
Purchase Fee,v_S000004462_C000012238,pure,4,,,0.0000
Redemption Fee,v_S000004462_C000012238,pure,4,,,0.0000
"Account Service Fee (for fund account balances below $10,000)",v_S000004462_C000012238,usd,4,,,20.0000
Sales charge (load) imposed on purchases,v_S000004462_C000012238,pure,4,,,0.0000
Sales charge (load) imposed on reinvested dividends,v_S000004462_C000012238,pure,4,,,0.0000
1 YEAR,v_S000004462_C000012238,usd,4,,,16.0000
3 YEAR,v_S000004462_C000012238,usd,4,,,52.0000
5 YEAR,v_S000004462_C000012238,usd,4,,,90.0000
10 YEAR,v_S000004462_C000012238,usd,4,,,205.0000
Management Expenses,v_S000004462_C000012238,pure,4,,,0.0014
12b-1 Distribution Fee,v_S000004462_C000012238,pure,4,,,0.0000
Other Expenses,v_S000004462_C000012238,pure,4,,,0.0002
Total Annual Fund Operating Expenses,v_S000004462_C000012238,pure,4,,,0.0016
2011,v_S000004463_C000012240,pure,4,,,0.0014
2010,v_S000004463_C000012240,pure,4,,,0.0020
2009,v_S000004463_C000012240,pure,4,,,0.0068
2008,v_S000004463_C000012240,pure,4,,,0.0293
2007,v_S000004463_C000012240,pure,4,,,0.0530
2006,v_S000004463_C000012240,pure,4,,,0.0508
2005,v_S000004463_C000012240,pure,4,,,0.0321
2004,v_S000004463_C000012240,pure,4,,,0.0133
2003,v_S000004463_C000012240,pure,4,,,0.0111
2002,v_S000004463_C000012240,pure,4,,,0.0188
Annual Return Inception Date,v_S000004463_C000012240,,,,,1989-10-03
Bar Chart Highest Quarterly Return,v_S000004463_C000012240,pure,4,,,0.0134
Bar Chart Lowest Quarter Return,v_S000004463_C000012240,pure,4,,,0.0003
Bar Chart Highest Quarterly Return Date,v_S000004463_C000012240,,,,,2006-12-31
Bar Chart Lowest Quarter Return Date,v_S000004463_C000012240,,,,,2011-09-30
Bar Chart:,v_Institutional_S000004463,,,,,"<div style=""display:none"">~ http://xbrl.sec.gov/rr/role/BarChartData column rr_ProspectusShareClassAxis compact vanguard_C000012240Member ~ </div>"
Bar Chart,v_Institutional_S000004463,,,,,Annual Total Returns - Vanguard Prime Money Market Fund Institutional Shares
Bar Chart Footnotes,v_Institutional_S000004463,,,,,"<p>1 The year-to-date return as of the most recent calendar quarter, which ended on September 30, 2012 was 0.08%</p>"
Year to Date Return Label,v_Institutional_S000004463,,,,,"The year-to-date return as of the most recent calendar quarter, which ended on September 30, 2012"
Bar Chart Closing,v_Institutional_S000004463,,,,,"<p>During the periods shown in the bar chart, the highest return for a calendar quarter was 1.34% (quarter ended December 31, 2006 ), and the lowest return for a quarter was 0.03% (quarter ended September 30, 2011 ).</p>"
Highest Quarterly Return Label,v_Institutional_S000004463,,,,,"(quarter ended December 31, 2006 )"
Lowest Quarterly Return Label,v_Institutional_S000004463,,,,,"(quarter ended September 30, 2011 )"
Date,v_S000004463_C000012240,,,,,2012-09-30
Year to Date Return,v_S000004463_C000012240,pure,4,,,0.0008
Inception Date,v_S000004463_C000012240,,,,,1989-10-03
One Year,v_S000004463_C000012240,pure,4,,,0.0014
Five Years,v_S000004463_C000012240,pure,4,,,0.0183
Ten Years,v_S000004463_C000012240,pure,4,,,0.0217
Comparative Benchmark,v_S000004463_C000012240,,,,,Comparative Benchmarks
Purchase Fee,v_S000004463_C000012240,pure,4,,,0.0000
Redemption Fee,v_S000004463_C000012240,pure,4,,,0.0000
"Account Service Fee (for fund account balances below $10,000)",v_S000004463_C000012240,usd,4,,,20.0000
Sales charge (load) imposed on purchases,v_S000004463_C000012240,pure,4,,,0.0000
Sales charge (load) imposed on reinvested dividends,v_S000004463_C000012240,pure,4,,,0.0000
1 YEAR,v_S000004463_C000012240,usd,4,,,9.0000
3 YEAR,v_S000004463_C000012240,usd,4,,,29.0000
5 YEAR,v_S000004463_C000012240,usd,4,,,51.0000
10 YEAR,v_S000004463_C000012240,usd,4,,,115.0000
Management Expenses,v_S000004463_C000012240,pure,4,,,0.0006
12b-1 Distribution Fee,v_S000004463_C000012240,pure,4,,,0.0000
Other Expenses,v_S000004463_C000012240,pure,4,,,0.0003
Total Annual Fund Operating Expenses,v_S000004463_C000012240,pure,4,,,0.0009
"Index No Deduction for Fees, Expenses, Taxes",v_Retail_S000004462_C000012238_Citigroup3MonthUSTreasuryBillIndexMember,,,,,(reflects no deduction for fees or expenses)
"Index No Deduction for Fees, Expenses, Taxes",v_Participant_S000004462_C000012238_Citigroup3MonthUSTreasuryBillIndexMember,,,,,(reflects no deduction for fees or expenses)
One Year,v_S000004462_C000012238_Citigroup3MonthUSTreasuryBillIndexMember,pure,4,,,0.0008
Five Years,v_S000004462_C000012238_Citigroup3MonthUSTreasuryBillIndexMember,pure,4,,,0.0136
Ten Years,v_S000004462_C000012238_Citigroup3MonthUSTreasuryBillIndexMember,pure,4,,,0.0185
"Index No Deduction for Fees, Expenses, Taxes",v_Retail_S000004462_C000012238_USGovernmentMoneyMarketFundsAverageMember,,,,,
"Index No Deduction for Fees, Expenses, Taxes",v_Participant_S000004462_C000012238_USGovernmentMoneyMarketFundsAverageMember,,,,,
One Year,v_S000004462_C000012238_USGovernmentMoneyMarketFundsAverageMember,pure,4,,,0.0000
Five Years,v_S000004462_C000012238_USGovernmentMoneyMarketFundsAverageMember,pure,4,,,0.0123
Ten Years,v_S000004462_C000012238_USGovernmentMoneyMarketFundsAverageMember,pure,4,,,0.0150
"Index No Deduction for Fees, Expenses, Taxes",v_Retail_S000004463_C000012239_Citigroup3MonthUSTreasuryBillIndexMember,,,,,(reflects no deduction for fees or expenses)
"Index No Deduction for Fees, Expenses, Taxes",v_Participant_S000004463_C000012239_Citigroup3MonthUSTreasuryBillIndexMember,,,,,(reflects no deduction for fees or expenses)
One Year,v_S000004463_C000012239_Citigroup3MonthUSTreasuryBillIndexMember,pure,4,,,0.0008
Five Years,v_S000004463_C000012239_Citigroup3MonthUSTreasuryBillIndexMember,pure,4,,,0.0136
Ten Years,v_S000004463_C000012239_Citigroup3MonthUSTreasuryBillIndexMember,pure,4,,,0.0185
"Index No Deduction for Fees, Expenses, Taxes",v_Institutional_S000004463_C000012240_Citigroup3MonthUSTreasuryBillIndexMember,,,,,(reflects no deduction for fees or expenses)
One Year,v_S000004463_C000012240_Citigroup3MonthUSTreasuryBillIndexMember,pure,4,,,0.0008
Five Years,v_S000004463_C000012240_Citigroup3MonthUSTreasuryBillIndexMember,pure,4,,,0.0136
Ten Years,v_S000004463_C000012240_Citigroup3MonthUSTreasuryBillIndexMember,pure,4,,,0.0185
"Index No Deduction for Fees, Expenses, Taxes",v_Retail_S000004463_C000012239_MoneyMarketFundsAverageMember,,,,,
"Index No Deduction for Fees, Expenses, Taxes",v_Participant_S000004463_C000012239_MoneyMarketFundsAverageMember,,,,,
One Year,v_S000004463_C000012239_MoneyMarketFundsAverageMember,pure,4,,,0.0000
Five Years,v_S000004463_C000012239_MoneyMarketFundsAverageMember,pure,4,,,0.0133
Ten Years,v_S000004463_C000012239_MoneyMarketFundsAverageMember,pure,4,,,0.0152
"Index No Deduction for Fees, Expenses, Taxes",v_Institutional_S000004463_C000012240_InstitutionalMoneyMarketFundsAverageMember,,,,,
One Year,v_S000004463_C000012240_InstitutionalMoneyMarketFundsAverageMember,pure,4,,,0.0002
Five Years,v_S000004463_C000012240_InstitutionalMoneyMarketFundsAverageMember,pure,4,,,0.0157
Ten Years,v_S000004463_C000012240_InstitutionalMoneyMarketFundsAverageMember,pure,4,,,0.0186
Document Creation Date,v,,,,,2012-12-28
Document Effective Date,v,,,,,2012-12-28
Document Period End Date,v,,,,,2012-08-31
Document Type,v,,,,,485BPOS
Registrant Name,v,,,,,Vanguard Money Market Reserves
Central Index Key,v,,,,,0000106830
Amendment Flag,v,,,,,false
Risk/Return Detail [Table],v,,,,,"<div style=""display: none"">~ http://xbrl.sec.gov/rr/role/RiskReturnDetailData column period compact * row dei_DocumentInformationDocumentAxis compact * row dei_LegalEntityAxis compact * row rr_ProspectusShareClassAxis compact * row rr_PerformanceMeasureAxis compact * row primary compact * ~ </div>"
